# ----------- instrument configuration summary -----------
# operator: Tobias Schreitmüller <tobias.schreitmueller@wsi.tum.de>
# date: 09-Mar-2023 15:38:36
# 
# ------------ Device: Lockin_U -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-3
# Model: 7260
# bandwidth = 5.987500e-01
# current_noise = 1.000000e-06
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 1
# osc_freq = 111
# range = 5mV
# range_numeric = 5.000000e-03
# ref_freq_meter = 111006
# ref_harmonic = 1
# ref_input = rear (external)
# ref_mode = Single Reference / Virtual Reference
# ref_phase = -179550
# sig_acgain = 0
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = bipolar
# sig_float = 1
# sig_imode = off
# sig_linefilter = off
# sig_mode = A
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 2.000000e-01
# 
# ------------ Device: Lockin_Uh -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-2
# Model: 7260
# bandwidth = 5.987500e-01
# current_noise = 0
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 1
# osc_freq = 111
# range = 50mV
# range_numeric = 5.000000e-02
# ref_freq_meter = 111000
# ref_harmonic = 1
# ref_input = internal
# ref_mode = Single Reference / Virtual Reference
# ref_phase = 180000
# sig_acgain = 0
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = fet
# sig_float = 0
# sig_imode = off
# sig_linefilter = off
# sig_mode = A
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 2.000000e-01
# 
# ------------ Device: Magnet -------------
# driver: lakeshore_625.mdd, Interface: VISA-GPIB0-22
# Model: LSCI,MODEL625,6251105,1.0/1.0
# current_B = 8.000000e-05
# current_I = 8.000000e-04
# current_V = 5.000000e-04
# current_remoteV = -2.000000e-04
# is_ramping = 0
# limit_current = 60
# limit_rate = 2.208000e-01
# limit_voltage = 1
# quench_parameter = 1,+2.0000
# rate = 2.208000e-01
# remote = Remote
# setB = 0
# setI = 0
# setV = 1
#
#
#--------------------------------------------------
# B	U	Uh	
# T	V	V	
# Magnet	Lockin_U	Lockin_Uh	
#--------------------------------------------------
0	0.00010775	8.5e-06
0.02	0.0001029	1.85e-05
0.04	9.77e-05	3.25e-05
0.06	9.565e-05	4.1e-05
0.08	9.06e-05	5.85e-05
0.1	8.92e-05	6.95e-05
0.12	8.625e-05	8.5e-05
0.14	8.485e-05	0.0001
0.16	8.35e-05	0.000113
0.18	8.25e-05	0.0001295
0.2	8.21e-05	0.000143
0.22	8.115e-05	0.0001575
0.24	8.025e-05	0.000174
0.26	8.02e-05	0.000187
0.28	7.99e-05	0.0002035
0.3	7.955e-05	0.0002165
0.32	7.97e-05	0.0002325
0.34	7.945e-05	0.0002465
0.36	8.01e-05	0.0002625
0.38	8.01e-05	0.000276
0.4	8.035e-05	0.0002905
0.42	8.13e-05	0.0003055
0.44	8.21e-05	0.0003215
0.46	8.27e-05	0.0003365
0.48	8.31e-05	0.0003495
0.5	8.455e-05	0.0003645
0.52	8.515e-05	0.0003795
0.54	8.795e-05	0.000394
0.56	8.81e-05	0.0004085
0.58	8.905e-05	0.000424
0.6	9.06e-05	0.000439
0.62	9.16e-05	0.000455
0.64	9.32e-05	0.00047
0.66	9.51e-05	0.0004835
0.68	9.605e-05	0.0004985
0.7	9.725e-05	0.0005135
0.72	9.89e-05	0.0005295
0.74	0.0001006	0.0005425
0.76	0.00010305	0.000557
0.78	0.00010545	0.0005725
0.8	0.000108	0.00059
0.82	0.00010905	0.000606
0.84	0.0001087	0.0006205
0.86	0.00010835	0.000636
0.88	0.00010865	0.000648
0.9	0.0001097	0.0006615
0.92	0.00011315	0.000676
0.94	0.0001173	0.000689
0.96	0.0001231	0.000703
0.98	0.0001284	0.0007195
1	0.00013355	0.000738
1.02	0.00013605	0.000757
1.04	0.0001366	0.000774
1.06	0.00013475	0.000792
1.08	0.00013075	0.000809
1.1	0.0001251	0.000826
1.12	0.00011955	0.0008395
1.14	0.0001152	0.00085
1.16	0.0001121	0.000861
1.18	0.00011165	0.00087
1.2	0.00011395	0.000879
1.22	0.0001192	0.000887
1.24	0.000127	0.000897
1.26	0.00013805	0.0009095
1.28	0.00015005	0.0009225
1.3	0.00016325	0.0009385
1.32	0.0001741	0.000954
1.34	0.0001864	0.000973
1.36	0.00019775	0.0009945
1.38	0.00020645	0.0010145
