# ----------- instrument configuration summary -----------
# operator: Tobias Schreitmüller <tobias.schreitmueller@wsi.tum.de>
# date: 09-Mar-2023 15:45:21
# 
# ------------ Device: Lockin_U -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-3
# Model: 7260
# bandwidth = 5.987500e-01
# current_noise = 3.000000e-06
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 1
# osc_freq = 111
# range = 10mV
# range_numeric = 1.000000e-02
# ref_freq_meter = 111000
# ref_harmonic = 1
# ref_input = rear (external)
# ref_mode = Single Reference / Virtual Reference
# ref_phase = -179550
# sig_acgain = 0
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = bipolar
# sig_float = 1
# sig_imode = off
# sig_linefilter = off
# sig_mode = A
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 2.000000e-01
# 
# ------------ Device: Lockin_Uh -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-2
# Model: 7260
# bandwidth = 5.987500e-01
# current_noise = 1.050000e-04
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 1
# osc_freq = 111
# range = 50mV
# range_numeric = 5.000000e-02
# ref_freq_meter = 111000
# ref_harmonic = 1
# ref_input = internal
# ref_mode = Single Reference / Virtual Reference
# ref_phase = 180000
# sig_acgain = 0
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = fet
# sig_float = 0
# sig_imode = off
# sig_linefilter = off
# sig_mode = A
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 2.000000e-01
# 
# ------------ Device: Magnet -------------
# driver: lakeshore_625.mdd, Interface: VISA-GPIB0-22
# Model: LSCI,MODEL625,6251105,1.0/1.0
# current_B = 4.001630e+00
# current_I = 4.212240e+01
# current_V = 4.454000e-01
# current_remoteV = 3.000000e-04
# is_ramping = 0
# limit_current = 60
# limit_rate = 2.208000e-01
# limit_voltage = 1
# quench_parameter = 1,+2.0000
# rate = 2.208000e-01
# remote = Remote
# setB = 4
# setI = 4.210530e+01
# setV = 1
#
#
#--------------------------------------------------
# B	U	Uh	
# T	V	V	
# Magnet	Lockin_U	Lockin_Uh	
#--------------------------------------------------
4	5.33e-05	0.0010365
3.98	5.26e-05	0.0010345
3.96	5.24e-05	0.0010285
3.94	5.21e-05	0.0010235
3.92	5.19e-05	0.001018
3.9	5.15e-05	0.0010125
3.88	5.1e-05	0.0010065
3.86	5.06e-05	0.001001
3.84	5.04e-05	0.000995
3.82	5e-05	0.0009895
3.8	4.94e-05	0.0009845
3.78	4.87e-05	0.0009785
3.76	4.8e-05	0.000973
3.74	4.74e-05	0.000967
3.72	4.68e-05	0.000962
3.7	4.61e-05	0.000956
3.68	4.5e-05	0.00095
3.66	4.4e-05	0.0009435
3.64	4.27e-05	0.0009385
3.62	4.15e-05	0.000932
3.6	4.01e-05	0.0009265
3.58	3.85e-05	0.0009205
3.56	3.65e-05	0.0009155
3.54	3.48e-05	0.0009095
3.52	3.2e-05	0.000903
3.5	2.96e-05	0.0008975
3.48	2.67e-05	0.000892
3.46	2.37e-05	0.0008865
3.44	1.97e-05	0.0008805
3.42	1.56e-05	0.0008755
3.4	1.09e-05	0.0008705
3.38	5.8e-06	0.000866
3.36	2.3e-06	0.0008635
3.34	1e-06	0.0008625
3.32	7e-07	0.000862
3.3	2.7e-06	0.000861
3.28	5.5e-06	0.0008595
3.26	9.6e-06	0.0008565
3.24	1.29e-05	0.0008535
3.22	1.69e-05	0.000849
3.2	2.02e-05	0.000844
3.18	2.31e-05	0.0008395
3.16	2.64e-05	0.000834
3.14	2.86e-05	0.000829
3.12	3.09e-05	0.0008235
3.1	3.28e-05	0.000818
3.08	3.52e-05	0.0008115
3.06	3.65e-05	0.000806
3.04	3.77e-05	0.0008
3.02	3.85e-05	0.000794
3	3.95e-05	0.000788
2.98	4.02e-05	0.000781
2.96	4.02e-05	0.000776
2.94	4.02e-05	0.00077
2.92	4.06e-05	0.0007635
2.9	4.02e-05	0.0007575
2.88	4.01e-05	0.000752
2.86	3.95e-05	0.000746
2.84	3.92e-05	0.000741
2.82	3.86e-05	0.0007345
2.8	3.8e-05	0.0007295
2.78	3.7e-05	0.0007235
2.76	3.64e-05	0.000718
2.74	3.52e-05	0.0007125
2.72	3.4e-05	0.0007065
2.7	3.27e-05	0.0007
2.68	3.1e-05	0.000694
2.66	2.95e-05	0.000689
2.64	2.74e-05	0.0006835
2.62	2.47e-05	0.0006775
2.6	2.16e-05	0.0006715
2.58	1.88e-05	0.000666
2.56	1.55e-05	0.000661
2.54	1.11e-05	0.0006555
2.52	7.7e-06	0.0006505
2.5	4.9e-06	0.0006475
2.48	4.3e-06	0.000645
2.46	5.7e-06	0.0006425
2.44	8.3e-06	0.0006395
2.42	1.15e-05	0.0006355
2.4	1.49e-05	0.000631
2.38	1.79e-05	0.0006255
2.36	2.03e-05	0.0006205
2.34	2.29e-05	0.000615
2.32	2.51e-05	0.000609
2.3	2.65e-05	0.0006035
2.28	2.75e-05	0.000598
2.26	2.83e-05	0.0005925
2.24	2.88e-05	0.000586
2.22	2.89e-05	0.0005805
2.2	2.83e-05	0.0005745
2.18	2.82e-05	0.000569
2.16	2.73e-05	0.0005625
2.14	2.6e-05	0.0005565
2.12	2.41e-05	0.00055
2.1	2.26e-05	0.0005455
2.08	2.04e-05	0.00054
2.06	1.75e-05	0.0005345
2.04	1.43e-05	0.000529
2.02	1.07e-05	0.000524
2	8e-06	0.000519
1.98	6e-06	0.000515
1.96	6.7e-06	0.0005115
1.94	9e-06	0.0005075
1.92	1.21e-05	0.000503
1.9	1.47e-05	0.0004985
1.88	1.69e-05	0.0004935
1.86	1.94e-05	0.0004875
1.84	2.04e-05	0.0004815
1.82	2.15e-05	0.000476
1.8	2.15e-05	0.0004705
1.78	2.15e-05	0.0004645
1.76	1.99e-05	0.0004585
1.74	1.88e-05	0.000453
1.72	1.63e-05	0.000447
1.7	1.4e-05	0.000442
1.68	1.08e-05	0.0004365
1.66	8.1e-06	0.0004315
1.64	6.9e-06	0.000427
1.62	7.5e-06	0.0004235
1.6	1.04e-05	0.0004185
1.58	1.25e-05	0.000414
1.56	1.47e-05	0.000408
1.54	1.59e-05	0.0004025
1.52	1.69e-05	0.000397
1.5	1.66e-05	0.000392
1.48	1.56e-05	0.0003865
1.46	1.34e-05	0.0003805
1.44	1.04e-05	0.000375
1.42	8e-06	0.0003695
1.4	6.5e-06	0.0003645
1.38	8e-06	0.0003605
1.36	1.02e-05	0.0003555
1.34	1.22e-05	0.0003505
1.32	1.34e-05	0.0003455
1.3	1.4e-05	0.000339
1.28	1.22e-05	0.000334
1.26	1.04e-05	0.000328
1.24	8e-06	0.000323
1.22	7.3e-06	0.000318
1.2	8.2e-06	0.0003135
1.18	1.02e-05	0.000308
1.16	1.15e-05	0.000303
1.14	1.15e-05	0.000298
1.12	9.6e-06	0.000292
1.1	7.7e-06	0.0002865
1.08	7.1e-06	0.0002815
1.06	8.4e-06	0.0002765
1.04	9.5e-06	0.0002715
1.02	9.7e-06	0.0002665
1	8.4e-06	0.0002605
0.98	7e-06	0.000256
0.96	7.7e-06	0.000251
0.94	9e-06	0.000245
0.92	9.2e-06	0.0002405
0.9	7.6e-06	0.000235
0.88	7.1e-06	0.00023
0.86	8.1e-06	0.0002245
0.84	8.2e-06	0.0002195
0.82	7.2e-06	0.000214
0.8	6.9e-06	0.000209
0.78	7.4e-06	0.0002035
