# ----------- instrument configuration summary -----------
# operator: Sergej Fust <sergej.fust@wsi.tum.de>
# date: 23-Nov-2020 13:30:46
# 
# ------------ Device: Lockin_U -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-3
# Model: 7260
# bandwidth = 5.987500e-01
# current_noise = 5.260000e-05
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 0
# osc_freq = 111
# range = 2mV
# range_numeric = 2.000000e-03
# ref_freq_meter = 111000
# ref_harmonic = 1
# ref_input = rear (external)
# ref_mode = Single Reference / Virtual Reference
# ref_phase = 180
# sig_acgain = 0
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = fet
# sig_float = 1
# sig_imode = off
# sig_linefilter = off
# sig_mode = A
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 2.000000e-01
# 
# ------------ Device: Lockin_Uh -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-2
# Model: 7260
# bandwidth = 5.987500e-01
# current_noise = 8.300000e-04
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 1
# osc_freq = 111
# range = 50mV
# range_numeric = 5.000000e-02
# ref_freq_meter = 111000
# ref_harmonic = 1
# ref_input = internal
# ref_mode = Single Reference / Virtual Reference
# ref_phase = 0
# sig_acgain = 0
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = fet
# sig_float = 0
# sig_imode = off
# sig_linefilter = off
# sig_mode = A
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 2.000000e-01
# 
# ------------ Device: Magnet -------------
# driver: lakeshore_625.mdd, Interface: VISA-GPIB0-22
# Model: LSCI,MODEL625,6251105,1.0/1.0
# current_B = 2.200940e+00
# current_I = 2.316780e+01
# current_V = 2.071000e-01
# current_remoteV = 5.000000e-04
# is_ramping = 0
# limit_current = 60
# limit_rate = 2.208000e-01
# limit_voltage = 1
# quench_parameter = 1,+2.0000
# rate = 2.208000e-01
# remote = Remote
# setB = 2.200000e+00
# setI = 2.315790e+01
# setV = 1
#
#
#--------------------------------------------------
# B	U	Uh	
# T	V	V	
# Magnet	Lockin_U	Lockin_Uh	
#--------------------------------------------------
4	5.68e-06	0.00259
3.999	7.24e-06	0.0025905
3.998	7.6e-06	0.002592
3.997	7.36e-06	0.002591
3.996	7.12e-06	0.0025905
3.995	7.22e-06	0.0025895
3.994	7.04e-06	0.002591
3.993	6.54e-06	0.0025905
3.992	6.34e-06	0.0025895
3.991	6.2e-06	0.0025895
3.99	6.08e-06	0.0025905
3.989	5.88e-06	0.002591
3.988	5.64e-06	0.0025905
3.987	5.58e-06	0.0025895
3.986	5.32e-06	0.0025895
3.985	4.94e-06	0.0025895
3.984	4.84e-06	0.002589
3.983	4.86e-06	0.0025895
3.982	4.86e-06	0.0025895
3.981	4.48e-06	0.0025895
3.98	4.18e-06	0.002589
3.979	4.2e-06	0.002589
3.978	4.08e-06	0.002589
3.977	3.96e-06	0.0025895
3.976	3.98e-06	0.0025905
3.975	3.94e-06	0.0025895
3.974	3.62e-06	0.0025895
3.973	3.44e-06	0.002588
3.972	3.16e-06	0.002588
3.971	3.3e-06	0.002589
3.97	3.34e-06	0.00259
3.969	3.02e-06	0.002589
3.968	2.8e-06	0.0025905
3.967	2.7e-06	0.0025895
3.966	2.58e-06	0.00259
3.965	2.42e-06	0.002588
3.964	2.36e-06	0.0025885
3.963	2.34e-06	0.0025895
3.962	2.34e-06	0.0025895
3.961	2.22e-06	0.002589
3.96	1.94e-06	0.002588
3.959	1.84e-06	0.002588
3.958	1.62e-06	0.002588
3.957	1.72e-06	0.002588
3.956	1.66e-06	0.0025895
3.955	1.4e-06	0.0025885
3.954	1.4e-06	0.002587
3.953	1.42e-06	0.002588
3.952	1.4e-06	0.0025885
3.951	1.26e-06	0.002587
3.95	1.2e-06	0.0025885
3.949	1.08e-06	0.002589
3.948	8e-07	0.0025885
3.947	8.2e-07	0.0025895
3.946	7e-07	0.0025885
3.945	5.8e-07	0.002588
3.944	8e-07	0.0025895
3.943	5.6e-07	0.002589
3.942	3.4e-07	0.002589
3.941	2.8e-07	0.002588
3.94	5.4e-07	0.002588
3.939	2.6e-07	0.002588
3.938	1.6e-07	0.002588
3.937	2e-07	0.0025885
3.936	1e-07	0.0025875
3.935	4e-08	0.0025885
3.934	-2e-08	0.002588
3.933	0	0.002588
3.932	4e-08	0.0025895
3.931	-1.2e-07	0.002589
3.93	-8e-08	0.002589
3.929	-2e-07	0.002589
3.928	-3.6e-07	0.0025875
3.927	-2.6e-07	0.0025885
3.926	-4e-07	0.0025865
3.925	-4.4e-07	0.002589
3.924	-5e-07	0.0025885
3.923	-5.4e-07	0.002588
3.922	-5e-07	0.0025875
3.921	-7.2e-07	0.002588
3.92	-7.4e-07	0.0025875
3.919	-7.2e-07	0.002588
3.918	-7.4e-07	0.002588
3.917	-7.4e-07	0.002588
3.916	-9.4e-07	0.0025875
3.915	-7.8e-07	0.002588
3.914	-9.2e-07	0.002588
3.913	-9.8e-07	0.0025875
3.912	-1.22e-06	0.002588
3.911	-1.16e-06	0.0025875
3.91	-1.1e-06	0.002588
3.909	-1.02e-06	0.0025885
3.908	-1.14e-06	0.002588
3.907	-1.2e-06	0.0025875
3.906	-1.24e-06	0.002588
3.905	-1.06e-06	0.002588
3.904	-1.38e-06	0.002588
3.903	-1.46e-06	0.002588
3.902	-1.5e-06	0.0025885
3.901	-1.42e-06	0.002588
3.9	-1.46e-06	0.0025885
3.899	-1.56e-06	0.0025875
3.898	-1.56e-06	0.0025885
3.897	-1.68e-06	0.002588
3.896	-1.4e-06	0.002588
3.895	-1.46e-06	0.0025875
3.894	-1.68e-06	0.0025875
3.893	-1.78e-06	0.0025875
3.892	-1.86e-06	0.002588
3.891	-1.6e-06	0.0025875
3.89	-1.42e-06	0.002588
3.889	-1.4e-06	0.002588
3.888	-1.6e-06	0.002588
3.887	-1.56e-06	0.002588
3.886	-1.74e-06	0.0025885
3.885	-1.92e-06	0.0025875
3.884	-1.68e-06	0.002588
3.883	-2.12e-06	0.002587
3.882	-1.98e-06	0.0025875
3.881	-1.98e-06	0.002588
3.88	-1.74e-06	0.0025885
3.879	-2.04e-06	0.0025875
3.878	-1.48e-06	0.0025875
3.877	-1.7e-06	0.0025885
3.876	-1.64e-06	0.002588
3.875	-1.72e-06	0.002588
3.874	-2.1e-06	0.002588
3.873	-1.98e-06	0.0025885
3.872	-1.52e-06	0.0025885
3.871	-1.88e-06	0.002588
3.87	-1.86e-06	0.002588
3.869	-2.6e-06	0.0025875
3.868	-2.48e-06	0.002588
3.867	-2e-06	0.0025885
3.866	-2.08e-06	0.002588
3.865	-2.64e-06	0.002588
3.864	-2.26e-06	0.002588
3.863	-3.44e-06	0.0025885
3.862	-3.18e-06	0.0025875
3.861	-2.32e-06	0.002588
3.86	-1.92e-06	0.0025885
3.859	-2.04e-06	0.0025885
3.858	-2.14e-06	0.002588
3.857	-2.12e-06	0.002588
3.856	-2.1e-06	0.002588
3.855	-2.12e-06	0.002588
3.854	-1.9e-06	0.0025885
3.853	-1.92e-06	0.002588
3.852	-2.2e-06	0.0025875
3.851	-1.28e-06	0.0025885
3.85	-1.04e-06	0.0025885
3.849	-2.02e-06	0.002588
3.848	-1.78e-06	0.0025885
3.847	-1.8e-06	0.002588
3.846	-2.52e-06	0.0025885
